Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Replicate	Seeding Density	IC50	Emax (IC)	AUC (IC)	Curve Fit (IC)	r^2 (IC)	EC50 (IC)	Einf (IC)	Hill Coefficient (IC)	GR50	GRmax	AUC (GR)	Curve Fit (GR)	r^2 (GR)	EC50 (GR)	GRinf	Hill Coefficient (GR)
50238	Hs 578T	10099-101-1	Nilotinib	11	156.25	Inf	1.0500	-0.0057	flat fit: x = Einf	-0.0376	Inf	1.0500	0.0000	Inf	1.0500	0.0353	flat fit: x = Einf	0.0442	Inf	1.0500	0.0000
50238	Hs 578T	10099-101-1	Nilotinib	11	312.50	Inf	1.0500	-0.0420	flat fit: x = Einf	-5.2565	Inf	1.0500	0.0000	Inf	1.0500	-0.0363	flat fit: x = Einf	-2.0404	Inf	1.0500	0.0000
50238	Hs 578T	10099-101-1	Nilotinib	11	625.00	Inf	0.7792	0.0173	flat fit: x = Einf	0.3454	Inf	0.7792	0.0000	Inf	0.8120	0.0117	flat fit: x = Einf	0.2286	Inf	0.8120	0.0000
50238	Hs 578T	10099-101-1	Nilotinib	11	1250.00	Inf	0.5163	0.0458	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9012	4.608	0.6047	5.0000	Inf	0.3935	0.0431	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7972	5.0334	0.5666	5.0000
50238	Hs 578T	10099-101-1	Nilotinib	11	2500.00	8.7505	0.4584	0.0598	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9791	5.6565	0.4436	5.0000	6.261	0.1848	0.0938	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9878	5.7783	0.1653	5.0000
50238	Hs 578T	10099-101-1	Nilotinib	11	5000.00	9.9994	0.4470	0.0751	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9915	5.1878	0.4415	3.2687	7.078	-0.0658	0.1017	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9909	7.2854	-0.0777	5.0000
50238	Hs 578T	10102-999-6	Taxol	11	156.25	0.0055	0.3561	0.4582	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9429	0.0022	0.3434	1.2654	0.0034	0.0328	0.6592	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9329	0.0033	0.0065	1.3379
50238	Hs 578T	10102-999-6	Taxol	11	312.50	0.0053	0.2779	0.4510	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9802	0.0028	0.3258	1.6543	0.0041	-0.0318	0.5866	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9648	0.0038	0.0739	2.1989
50238	Hs 578T	10102-999-6	Taxol	11	625.00	0.0025	0.2067	0.5358	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9848	0.0017	0.2611	1.9157	0.002	-0.1356	0.7278	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9673	0.0022	-0.0482	1.4268
50238	Hs 578T	10102-999-6	Taxol	11	1250.00	0.0023	0.2428	0.5362	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	0.0015	0.2754	1.9895	0.0017	-0.0923	0.7506	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9926	0.0018	-0.0345	1.7019
50238	Hs 578T	10102-999-6	Taxol	11	2500.00	0.0047	0.3014	0.4378	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9918	0.0031	0.3277	2.4848	0.0032	-0.1044	0.6826	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9936	0.0034	-0.0657	2.0413
50238	Hs 578T	10102-999-6	Taxol	11	5000.00	0.0292	0.4522	0.3000	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9855	0.0061	0.4772	1.9821	0.0084	-0.0763	0.5318	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9788	0.0084	0.0078	5.0000
50238	Hs 578T	10146-101-3	Omipalisib	11	156.25	0.0964	0.3097	0.4525	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9179	0.0309	0.2988	0.8010	0.0246	-0.0513	0.6939	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9126	0.0301	-0.0763	0.7131
50238	Hs 578T	10146-101-3	Omipalisib	11	312.50	0.0506	0.2557	0.4969	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9739	0.0227	0.2749	0.9924	0.0225	-0.0752	0.7057	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9794	0.025	-0.0483	0.8774
50238	Hs 578T	10146-101-3	Omipalisib	11	625.00	0.0321	0.1707	0.5549	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9869	0.0167	0.2226	0.9000	0.0144	-0.2155	0.7755	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9787	0.0208	-0.1422	0.6795
50238	Hs 578T	10146-101-3	Omipalisib	11	1250.00	0.04	0.1956	0.5470	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9903	0.0187	0.2169	0.7494	0.0143	-0.1946	0.7841	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9855	0.0232	-0.1750	0.6148
50238	Hs 578T	10146-101-3	Omipalisib	11	2500.00	0.07	0.2498	0.4916	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9824	0.0202	0.2804	0.6627	0.0129	-0.2117	0.7827	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9748	0.0208	-0.1623	0.5903
50238	Hs 578T	10146-101-3	Omipalisib	11	5000.00	1.3071	0.3973	0.3482	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9881	0.1398	0.2963	0.4016	0.0708	-0.1738	0.6136	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9845	0.2673	-0.3939	0.4373
50583	MCF 10A	10024-101-1	NVP-TAE684	2	156.25	0.2198	0.0448	0.3870	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9859	0.1956	0.0878	1.6526	0.3657	-0.1967	0.3903	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.985	0.5028	-0.1932	1.0256
50583	MCF 10A	10024-101-1	NVP-TAE684	2	312.50	0.2682	0.0419	0.3787	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9815	0.2464	0.0540	1.3479	0.5175	-0.1850	0.3654	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9846	0.8054	-0.2901	1.0342
50583	MCF 10A	10024-101-1	NVP-TAE684	2	625.00	0.2465	0.0343	0.4072	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9934	0.2352	0.0265	1.1678	0.5061	-0.1686	0.3732	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9965	0.7905	-0.2696	0.9671
50583	MCF 10A	10024-101-1	NVP-TAE684	2	1250.00	0.3799	0.0432	0.3755	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9887	0.374	0.0083	1.0640	0.6453	-0.1455	0.3449	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9936	0.9465	-0.2348	1.0048
50583	MCF 10A	10024-101-1	NVP-TAE684	2	2500.00	0.5918	0.0944	0.3158	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	0.5365	0.0501	1.0760	0.5939	-0.2600	0.3703	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9974	1.044	-0.3910	1.0240
50583	MCF 10A	10024-101-1	NVP-TAE684	2	5000.00	1.0521	0.2012	0.2671	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9894	0.7817	0.1131	0.8632	0.2682	-0.6027	0.5318	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9891	0.771	-0.7682	0.8814
50583	MCF 10A	10049-101-1	PLX-4720	2	156.25	22.1967	0.6247	-0.0070	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8922	22.1965	0.0000	5.0000	24.4822	0.7412	-0.0107	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8199	25.1687	-0.0741	4.9994
50583	MCF 10A	10049-101-1	PLX-4720	2	312.50	19.5454	0.4823	-0.0034	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.937	16.7544	0.2673	4.9646	22.939	0.6280	-0.0123	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.905	21.0685	0.1592	4.5057
50583	MCF 10A	10049-101-1	PLX-4720	2	625.00	14.5022	0.3798	0.0287	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9678	11.5466	0.3400	4.9995	Inf	0.5546	0.0110	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9537	12.3292	0.5149	5.0000
50583	MCF 10A	10049-101-1	PLX-4720	2	1250.00	18.8327	0.4564	0.0226	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9462	16.0279	0.2768	5.0000	22.4188	0.6157	0.0104	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9422	22.2835	0.0125	4.1731
50583	MCF 10A	10049-101-1	PLX-4720	2	2500.00	Inf	0.8861	-0.0387	flat fit: x = Einf	0.272	Inf	0.8861	0.0000	Inf	0.9015	-0.0368	flat fit: x = Einf	0.182	Inf	0.9015	0.0000
50583	MCF 10A	10049-101-1	PLX-4720	2	5000.00	Inf	1.0500	-0.0447	flat fit: x = Einf	-18.1943	Inf	1.0500	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50583	MCF 10A	10071-101-1	Palbociclib	2	156.25	0.1237	0.0967	0.5611	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9176	0.1021	0.0687	0.7724	0.1448	-0.1228	0.6091	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9588	0.2039	-0.1512	0.7718
50583	MCF 10A	10071-101-1	Palbociclib	2	312.50	0.1594	0.0690	0.5560	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8795	0.159	0.0010	0.6701	0.2255	-0.1302	0.5607	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9372	0.2679	-0.1022	1.0788
50583	MCF 10A	10071-101-1	Palbociclib	2	625.00	0.1286	0.0845	0.5719	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9003	0.1286	0.0000	0.5445	0.2782	0.0021	0.5221	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9481	0.4166	-0.1343	0.5888
50583	MCF 10A	10071-101-1	Palbociclib	2	1250.00	0.2478	0.0984	0.4698	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9934	0.1932	0.1145	1.0445	0.4898	0.0280	0.4169	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9898	0.4492	0.0352	0.8448
50583	MCF 10A	10071-101-1	Palbociclib	2	2500.00	0.2755	0.2164	0.4629	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.988	0.1199	0.1920	0.5821	0.2422	0.0264	0.5123	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9908	0.2969	-0.0567	0.5274
50583	MCF 10A	10071-101-1	Palbociclib	2	5000.00	0.4834	0.4261	0.3784	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9649	0.0784	0.4142	0.9686	0.042	-0.3021	0.8679	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9664	0.0726	-0.3316	0.9292
50583	MCF 10A	10099-101-1	Nilotinib	2	156.25	6.2532	0.1177	0.0844	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9788	5.9521	0.1093	4.9999	5.9768	0.0623	0.0912	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9756	5.7526	0.0870	4.9994
50583	MCF 10A	10099-101-1	Nilotinib	2	312.50	7.0541	0.1153	0.0801	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9855	6.7455	0.1002	5.0000	7.8049	0.1020	0.0772	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9874	7.4949	0.0917	5.0000
50583	MCF 10A	10099-101-1	Nilotinib	2	625.00	8.7001	0.0818	0.0672	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9855	8.4479	0.0684	5.0000	10.0294	0.0506	0.0547	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9867	9.941	0.0216	5.0000
50583	MCF 10A	10099-101-1	Nilotinib	2	1250.00	8.8828	0.0873	0.0712	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9875	8.607	0.0730	5.0000	9.9774	0.0332	0.0666	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9918	9.9638	0.0034	5.0000
50583	MCF 10A	10099-101-1	Nilotinib	2	2500.00	12.3396	0.1898	0.0193	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9745	11.573	0.1372	5.0000	12.0732	-0.0012	0.0260	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9826	12.509	-0.0970	5.0000
50583	MCF 10A	10099-101-1	Nilotinib	2	5000.00	16.3463	0.3978	-0.0004	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9593	13.3592	0.3177	4.9999	11.9821	-0.2103	0.0351	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9885	13.3965	-0.3735	5.0000
50583	MCF 10A	10102-999-6	Taxol	2	156.25	0.0011	0.1173	0.6733	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9928	0.001	0.1380	5.0000	0.0012	-0.0507	0.7622	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9832	0.0012	-0.0058	3.4813
50583	MCF 10A	10102-999-6	Taxol	2	312.50	0.0012	0.0884	0.7019	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9912	0.0011	0.0959	2.5106	0.0016	-0.0507	0.7777	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9917	0.0017	-0.0660	1.8108
50583	MCF 10A	10102-999-6	Taxol	2	625.00	0.0009	0.0735	0.7365	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9848	0.0009	0.0846	5.0000	0.0013	-0.0326	0.7814	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9843	0.0014	-0.0417	1.9556
50583	MCF 10A	10102-999-6	Taxol	2	1250.00	0.0018	0.0642	0.6879	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9975	0.0017	0.0609	1.7212	0.0025	-0.0761	0.7361	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9955	0.0027	-0.0769	1.8246
50583	MCF 10A	10102-999-6	Taxol	2	2500.00	0.0032	0.1227	0.5885	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9984	0.0028	0.1234	2.2804	0.0031	-0.1955	0.7690	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9981	0.0036	-0.1888	2.3648
50583	MCF 10A	10102-999-6	Taxol	2	5000.00	0.0073	0.2859	0.4356	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9914	0.0055	0.2803	2.9061	0.004	-0.5742	0.9724	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9921	0.0052	-0.5845	2.8799
50583	MCF 10A	10146-101-3	Omipalisib	2	156.25	0.0014	0.0147	0.8923	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9855	0.0014	0.0083	0.7354	0.0023	-0.5311	1.2242	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9721	0.0062	-0.5261	0.7437
50583	MCF 10A	10146-101-3	Omipalisib	2	312.50	0.0007	0.0048	0.9127	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8472	0.0007	0.0000	0.6276	0.0019	-0.6121	1.2533	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9374	0.0054	-0.5544	0.7097
50583	MCF 10A	10146-101-3	Omipalisib	2	625.00	0.0006	0.0057	0.9343	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9923	0.0006	0.0068	0.7440	0.0016	-0.5276	1.2185	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.947	0.0044	-0.4835	0.6605
50583	MCF 10A	10146-101-3	Omipalisib	2	1250.00	0.0009	0.0070	0.9004	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9708	0.0009	0.0000	0.5985	0.0029	-0.5092	1.1388	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9393	0.008	-0.4740	0.6632
50583	MCF 10A	10146-101-3	Omipalisib	2	2500.00	0.003	0.0166	0.8655	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9901	0.0029	0.0241	1.0504	0.003	-0.6616	1.3182	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9612	0.0065	-0.6019	0.9982
50583	MCF 10A	10146-101-3	Omipalisib	2	5000.00	0.0101	0.0652	0.7289	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9661	0.0085	0.0978	1.2298	0.0032	-0.9284	1.5450	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.977	0.0072	-0.8805	1.2433
50583	MCF 10A	10250-999-4	Etoposide	2	156.25	0.1933	0.0602	0.5065	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9831	0.1818	0.0720	2.5423	0.2247	-0.1472	0.5530	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9878	0.2524	-0.1151	1.7802
50583	MCF 10A	10250-999-4	Etoposide	2	312.50	0.2334	0.0391	0.5119	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9867	0.2269	0.0480	3.5670	0.2792	-0.1772	0.5550	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9927	0.3131	-0.1520	2.3112
50583	MCF 10A	10250-999-4	Etoposide	2	625.00	0.1687	0.0369	0.5449	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9927	0.1626	0.0393	2.2146	0.2351	-0.1433	0.5639	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9966	0.2682	-0.1321	1.7819
50583	MCF 10A	10250-999-4	Etoposide	2	1250.00	0.1553	0.0425	0.5520	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.974	0.1472	0.0386	1.4914	0.2248	-0.1509	0.5628	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9921	0.2572	-0.1163	1.5528
50583	MCF 10A	10250-999-4	Etoposide	2	2500.00	0.1982	0.1122	0.4827	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9984	0.1701	0.1145	1.6995	0.1976	-0.1974	0.6024	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9993	0.2407	-0.1897	1.6264
50583	MCF 10A	10250-999-4	Etoposide	2	5000.00	0.2482	0.2862	0.4152	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9796	0.184	0.2720	2.6262	0.1431	-0.4337	0.8326	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9803	0.1836	-0.4621	2.6229
50583	MCF 10A	10264-999-2	Methotrexate	2	156.25	Inf	0.9998	-0.0313	flat fit: x = Einf	-0.0131	Inf	0.9998	0.0000	Inf	1.0014	-0.0322	flat fit: x = Einf	-0.0318	Inf	1.0014	0.0000
50583	MCF 10A	10264-999-2	Methotrexate	2	312.50	Inf	0.6222	0.2718	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9203	0.0364	0.5907	4.9999	Inf	0.7290	0.1985	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9184	0.0374	0.6978	4.9999
50583	MCF 10A	10264-999-2	Methotrexate	2	625.00	0.0541	0.2208	0.4895	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9321	0.047	0.2528	5.0000	0.0615	0.3112	0.4139	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9471	0.0481	0.3538	5.0000
50583	MCF 10A	10264-999-2	Methotrexate	2	1250.00	0.0514	0.1464	0.5080	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.996	0.0479	0.1471	5.0000	0.0569	0.1647	0.4949	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9954	0.0525	0.1670	5.0000
50583	MCF 10A	10264-999-2	Methotrexate	2	2500.00	0.0498	0.1498	0.5268	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9756	0.0459	0.1679	4.9999	0.0479	-0.1232	0.6709	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9863	0.0493	-0.0775	5.0000
50583	MCF 10A	10264-999-2	Methotrexate	2	5000.00	0.0655	0.2427	0.4491	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.996	0.0557	0.2575	4.4577	0.0456	-0.6509	0.9826	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9957	0.0545	-0.6236	4.5226
50583	MCF 10A	10024-101-1	NVP-TAE684	5	156.25	0.1276	0.0475	0.4640	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9894	0.112	0.0775	1.2926	0.6527	0.1703	0.3060	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9896	0.4561	0.1320	0.8551
50583	MCF 10A	10024-101-1	NVP-TAE684	5	312.50	0.164	0.0390	0.4517	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9971	0.1491	0.0530	1.1773	0.5779	0.0370	0.3373	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9968	0.6385	-0.0429	0.8265
50583	MCF 10A	10024-101-1	NVP-TAE684	5	625.00	0.4014	0.0425	0.3660	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9938	0.4014	0.0000	0.9552	1.0983	-0.0114	0.2822	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.997	1.7717	-0.2517	0.8525
50583	MCF 10A	10024-101-1	NVP-TAE684	5	1250.00	0.964	0.0940	0.2779	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9966	0.964	0.0000	0.9079	1.8238	0.0075	0.2334	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9982	4.8864	-0.5608	0.7633
50583	MCF 10A	10024-101-1	NVP-TAE684	5	2500.00	1.9742	0.2100	0.2288	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9885	1.9742	0.0000	0.6849	1.7507	-0.0189	0.2511	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9908	10.3799	-1.0000	0.6173
50583	MCF 10A	10024-101-1	NVP-TAE684	5	5000.00	5.7789	0.3747	0.1700	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9759	5.7789	0.0000	0.5900	3.8766	0.2336	0.1866	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9801	26.441	-1.0000	0.5722
50583	MCF 10A	10049-101-1	PLX-4720	5	156.25	17.439	0.3264	0.0091	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9578	17.439	0.0000	5.0000	22.068	0.6396	0.0006	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9462	24.9744	-0.4043	4.7896
50583	MCF 10A	10049-101-1	PLX-4720	5	312.50	12.5014	0.2727	0.0923	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9714	12.5014	0.0000	1.9167	21.4951	0.5379	0.0474	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.982	44.441	-0.9982	1.5109
50583	MCF 10A	10049-101-1	PLX-4720	5	625.00	14.9217	0.3578	0.0382	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9864	12.3635	0.2651	4.0159	27.6045	0.5881	0.0229	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9919	14.8758	0.4441	3.5427
50583	MCF 10A	10049-101-1	PLX-4720	5	1250.00	27.8696	0.6840	-0.0146	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9114	19.3069	0.4185	4.9416	Inf	0.7906	-0.0086	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9182	20.0426	0.5794	4.9999
50583	MCF 10A	10049-101-1	PLX-4720	5	2500.00	Inf	0.9852	-0.0390	flat fit: x = Einf	-2.6214	Inf	0.9852	0.0000	Inf	0.9848	-0.0382	flat fit: x = Einf	-2.3954	Inf	0.9848	0.0000
50583	MCF 10A	10049-101-1	PLX-4720	5	5000.00	Inf	1.0500	-0.0333	flat fit: x = Einf	-3.1864	Inf	1.0500	0.0000	Inf	1.0500	-0.0329	flat fit: x = Einf	-3.1167	Inf	1.0500	0.0000
